transactionamount,transactionduration,loginattempts,accountbalance,hour,day_of_week,is_weekend,is_night,amount_zscore,amount_to_mean_ratio,rolling_tx_count_7d,rolling_spend_7d,is_debit,location_freq
1096.7,147,1,1093.89,16,0,0,0,1.6459776769221282,2.331063272628339,1.0,1096.7,1,0.02388535031847134
316.56,261,1,8643.51,18,1,0,0,-0.40454230122325835,0.6728561954802836,1.0,316.56,1,0.024681528662420384
71.53,39,1,2393.73,16,0,0,0,-1.0485791538970912,0.15203880358448535,1.0,71.53,0,0.02388535031847134
53.83,131,1,4580.59,17,2,0,0,-0.9805190962073469,0.17355110778674782,1.0,53.83,1,0.020302547770700636
251.18,246,1,8303.9,16,3,0,0,-0.2256351397259828,0.8098191947589694,2.0,305.01,1,0.023487261146496817
471.75,41,1,12948.5,18,1,0,0,0.6180676942293983,1.5209499368084394,3.0,776.76,0,0.023487261146496817
98.71,117,1,10095.23,17,0,0,0,-0.8088485009862493,0.31824688555879393,1.0,98.71,1,0.02786624203821656
675.37,31,1,4704.91,16,4,0,0,1.3969350426901805,2.1774328750870495,1.0,675.37,0,0.02388535031847134
144.77,159,1,867.32,16,0,0,0,-1.0470436585351293,0.3280869338591064,1.0,144.77,1,0.016321656050955414
101.52,98,1,2018.9,16,2,0,0,-1.1997820373119457,0.23007104735357103,1.0,101.52,1,0.026671974522292995
653.97,100,1,3886.65,17,2,0,0,0.7512079593412819,1.4820681918618486,1.0,653.97,1,0.025477707006369428
611.11,282,4,919.84,18,2,0,0,0.5998468746158636,1.3849361480323168,1.0,611.11,1,0.025079617834394906
354.4,128,1,7358.65,17,0,0,0,-0.30673044829272555,0.8031637035274386,1.0,354.4,1,0.02388535031847134
781.76,123,1,189.69,16,0,0,0,1.2025013101826538,1.771673975365718,1.0,781.76,1,0.025079617834394906
1063.25,128,1,1240.71,16,1,0,0,1.5038093563401214,2.4203890125455283,1.0,1063.25,0,0.02587579617834395
383.37,24,1,8901.93,17,1,0,0,-0.13477017527183724,0.8727058883043303,1.0,383.37,1,0.02786624203821656
103.08,150,1,9251.38,16,0,0,0,-0.810297410836225,0.23465196276811007,1.0,103.08,0,0.021894904458598725
276.56,15,1,8942.58,17,0,0,0,-0.3921930730942078,0.6295629299878591,1.0,276.56,1,0.023487261146496817
91.9,125,1,1033.94,16,0,0,0,-0.8372423410642383,0.20920174018615947,1.0,91.9,1,0.02388535031847134
215.94,140,1,1841.69,16,0,0,0,-0.5382934013967273,0.4915671792796439,1.0,215.94,0,0.021894904458598725
444.89,101,1,10328.23,16,0,0,0,0.013499244015048179,1.0127504046944555,1.0,444.89,0,0.021894904458598725
1212.51,24,1,605.95,16,2,0,0,1.8635410455917554,2.7601654188587617,1.0,1212.51,1,0.02308917197452229
162.1,221,1,9578.74,16,0,0,0,-0.6680532442836894,0.3690054633751517,1.0,162.1,1,0.020302547770700636
96.89,53,1,6044.93,16,3,0,0,-0.2796485457989997,0.6310715972188299,1.0,96.89,1,0.02109872611464968
53.14,70,1,7915.0,17,4,0,0,-0.4956457895418825,0.34611564326771205,1.0,53.14,1,0.021894904458598725
452.8,151,1,4840.67,16,4,0,0,1.4775075460988156,2.9492127074072267,1.0,452.8,1,0.02746815286624204
11.3,41,1,1938.99,16,4,0,0,-0.7022132107579331,0.07360005210623158,2.0,464.1,0,0.020302547770700636
10.31,280,1,2137.9,16,4,0,0,-0.8509851022913503,0.051469964205660204,1.0,10.31,1,0.020302547770700636
119.72,123,1,3435.34,18,4,0,0,-0.36095462854807187,0.5976706221825062,1.0,119.72,1,0.026671974522292995
192.97,140,1,3019.04,16,0,0,0,-0.03287920398272001,0.9633519876591901,1.0,192.97,1,0.02109872611464968
796.3,64,1,1498.79,16,2,0,0,2.6693425830891395,3.975318379919226,1.0,796.3,1,0.023487261146496817
31.81,149,1,1406.6,17,3,0,0,-0.7546899264803596,0.15880306123977217,1.0,31.81,1,0.02786624203821656
254.0,63,1,5788.53,17,0,0,0,0.24046472995889667,1.2680282161239274,1.0,254.0,1,0.021894904458598725
220.2,102,1,1075.15,16,0,0,0,0.08907975589324622,1.0992906031121608,1.0,220.2,1,0.02428343949044586
124.76,45,1,5764.72,16,0,0,0,-0.338381247799821,0.6228314970221307,1.0,124.76,1,0.02428343949044586
90.94,56,1,3896.08,17,4,0,0,-0.48985579877320257,0.45399403926893683,1.0,90.94,0,0.02388535031847134
162.1,151,1,8576.65,17,2,0,0,-0.17114116106575636,0.8092416292664907,1.0,162.1,1,0.021894904458598725
78.77,50,1,6470.57,18,0,0,0,-0.5776133697244906,0.17050152600705643,1.0,78.77,0,0.021894904458598725
195.49,212,1,11988.12,16,0,0,0,-0.4016856193089524,0.4231476871793762,1.0,195.49,1,0.025079617834394906
119.18,96,1,5516.5,18,4,0,0,-0.5167048673744915,0.2579709517522024,1.0,119.18,1,0.02746815286624204
1454.52,20,1,1189.03,16,4,0,0,1.4960038564079345,3.1483798350613648,1.0,1454.52,1,0.025477707006369428
168.53,112,1,5962.58,16,2,0,0,0.4482592775713917,1.1000413393964448,1.0,168.53,1,0.02269108280254777
177.05,235,1,4287.82,16,1,0,0,0.6974438607537492,1.1556537064032548,1.0,177.05,1,0.026671974522292995
114.03,172,1,13388.56,16,4,0,0,-1.1457031383251417,0.7443049542003002,1.0,114.03,1,0.016719745222929936
206.84,154,1,454.66,18,2,0,0,-0.7071067811865475,0.6153296940308498,1.0,206.84,1,0.026671974522292995
465.45,129,1,3465.54,16,1,0,0,0.7071067811865476,1.3846703059691503,1.0,465.45,1,0.024681528662420384
36.76,108,1,1228.93,16,0,0,0,-0.7841198785793341,0.2583165853864208,1.0,36.76,0,0.026671974522292995
54.05,146,1,469.14,16,1,0,0,-0.6556694143207483,0.37981532753362474,1.0,54.05,1,0.020302547770700636
213.42,17,1,3736.38,17,3,0,0,0.5283184682061923,1.499725942686886,1.0,213.42,1,0.021496815286624203
60.54,52,1,3534.93,17,3,0,0,-0.6074540578697234,0.4254212752800304,1.0,60.54,0,0.021496815286624203
346.76,116,1,1637.75,16,4,0,0,1.518924882563614,2.436720869113038,1.0,346.76,0,0.023487261146496817
336.39,18,1,1000.46,16,0,0,0,0.18618339087733016,1.1491476787483346,1.0,336.39,1,0.023487261146496817
337.73,107,4,7001.2,17,1,0,0,0.19189767726706053,1.1537252758514671,1.0,337.73,1,0.023487261146496817
351.99,45,2,3663.64,16,0,0,0,0.2527079189965779,1.2024391077101766,1.0,351.99,1,0.02388535031847134
758.77,114,1,7231.47,16,4,0,0,1.987377633634242,2.592047279062617,1.0,758.77,1,0.023487261146496817
20.54,72,1,5327.03,18,0,0,0,-1.1607250838960268,0.07016704813309192,1.0,20.54,1,0.02786624203821656
71.34,144,3,6345.03,16,0,0,0,-0.9440939282256563,0.2437058039831927,2.0,91.88,1,0.025477707006369428
110.17,137,1,464.2,16,3,0,0,-0.7785075547083238,0.3763536364568032,1.0,110.17,1,0.023487261146496817
354.91,191,1,3872.55,16,0,0,0,0.2651599460547961,1.2124141700543163,1.0,354.91,1,0.02428343949044586
1431.33,49,1,5567.98,17,1,0,0,1.2825343535219331,2.39482996611871,1.0,1431.33,1,0.027070063694267517
792.57,164,1,770.37,16,0,0,0,0.29983570281430244,1.3260885932990338,1.0,792.57,1,0.020302547770700636
136.32,113,1,264.83,18,2,0,0,-0.709770392631378,0.22808382482118209,1.0,136.32,1,0.025477707006369428
30.48,78,1,11481.85,16,0,0,0,-0.8725996637048573,0.050997615761074165,1.0,30.48,0,0.02428343949044586
341.88,89,1,4159.52,16,2,0,0,0.24259481822550358,1.2849153612556,1.0,341.88,1,0.023487261146496817
37.81,195,1,5208.98,16,0,0,0,-0.7304661565770091,0.14210439279593495,1.0,37.81,1,0.02388535031847134
775.23,38,1,5977.59,16,0,0,0,1.629367513429466,2.913609849965423,1.0,775.23,0,0.016321656050955414
158.02,120,1,9374.24,17,2,0,0,-0.34577953908429343,0.5938993956523047,1.0,158.02,1,0.02308917197452229
17.42,150,1,6851.31,17,2,0,0,-0.7957166359936672,0.06547100033073755,1.0,17.42,1,0.01950636942675159
254.86,102,1,699.9,17,3,0,0,0.22752167185278277,1.170394938259006,1.0,254.86,1,0.02428343949044586
113.03,12,1,6756.13,17,2,0,0,-0.6421692560681665,0.5190682722726808,1.0,113.03,0,0.026671974522292995
147.31,92,1,13625.52,17,0,0,0,-0.4319668658183594,0.6764924992346157,1.0,147.31,0,0.02428343949044586
231.92,12,1,5715.08,18,0,0,0,0.08685531151641813,1.0650474538218184,1.0,231.92,1,0.02308917197452229
35.76,122,1,611.86,17,1,0,0,-1.1159831036353367,0.16422083886110825,1.0,35.76,1,0.027070063694267517
547.98,171,1,1358.54,17,1,0,0,2.0249115385395813,2.5164914787223185,1.0,547.98,1,0.027070063694267517
261.45,96,1,6735.74,17,4,0,0,0.267931057843046,1.2006582304316764,2.0,809.4300000000001,0,0.027070063694267517
340.05,37,1,7234.15,17,4,0,0,0.7499003657087066,1.5616134299418307,3.0,1149.48,1,0.025079617834394906
27.44,164,1,5950.48,17,0,0,0,-1.1670007199386738,0.12601285845494437,1.0,27.44,1,0.02428343949044586
336.84,100,1,4500.26,17,1,0,0,0.16356667011957654,1.1448264611117909,1.0,336.84,1,0.01910828025477707
20.22,138,1,5515.32,18,4,0,0,-1.0517829753619847,0.06872221542477264,2.0,357.05999999999995,1,0.02388535031847134
53.52,55,1,2227.49,16,4,0,0,-0.923960528281775,0.18189975121334478,1.0,53.52,1,0.023487261146496817
642.53,128,1,11417.91,16,0,0,0,1.3369613802682043,2.1837826447516893,1.0,642.53,1,0.02428343949044586
418.03,161,1,10721.29,17,0,0,0,0.4752154532559797,1.4207689274984028,1.0,418.03,1,0.023487261146496817
118.69,296,1,749.34,18,0,0,0,-1.0428601995949105,0.268669217013378,1.0,118.69,1,0.02587579617834395
736.32,28,1,14268.95,17,2,0,0,0.9507690720276122,1.6667496661158523,1.0,736.32,1,0.02308917197452229
470.3,88,1,8524.09,18,1,0,0,0.09209112756729859,1.06458111687077,1.0,470.3,1,0.023487261146496817
291.68,90,1,1451.02,18,0,0,0,0.0809598798951365,1.0441630967865114,1.0,291.68,1,0.021496815286624203
425.18,172,1,9880.71,16,2,0,0,0.9570590935671732,1.5220696156462181,1.0,425.18,0,0.02388535031847134
121.17,158,1,12990.77,17,0,0,0,-1.0380189734623089,0.4337672875672709,1.0,121.17,1,0.021894904458598725
628.36,108,1,11869.71,16,4,0,0,1.294896103090028,2.663796514366463,1.0,628.36,1,0.023487261146496817
265.76,92,1,4446.17,17,0,0,0,0.09855498730401192,1.1266321243523316,1.0,265.76,1,0.026671974522292995
54.52,164,1,6980.98,17,3,0,0,-0.5983978458417079,0.23112576542628357,1.0,54.52,1,0.02308917197452229
15.81,11,4,8384.85,18,3,0,0,-0.7261153433377826,0.06702308054639661,2.0,70.33,1,0.027070063694267517
856.9,150,1,8579.69,16,4,0,0,2.04892753883668,3.632642487046632,1.0,856.9,1,0.02308917197452229
99.36,46,1,1272.12,16,1,0,0,-0.45045538684599656,0.4212152614225153,1.0,99.36,1,0.02428343949044586
144.93,74,1,6887.52,16,1,0,0,-0.3001044087809972,0.6143994347621291,2.0,244.29000000000002,1,0.02388535031847134
18.25,18,1,14328.29,16,2,0,0,-0.7180649508322176,0.07736693358455017,1.0,18.25,1,0.02428343949044586
39.11,143,1,518.54,18,4,0,0,-0.6492406935920183,0.165798398492699,1.0,39.11,1,0.021496815286624203
19.76,240,1,1523.04,17,4,0,0,-1.374509303268151,0.056836812766422565,1.0,19.76,1,0.021894904458598725
672.74,118,1,5386.52,16,3,0,0,1.362671576531415,1.935040355287607,1.0,672.74,0,0.02388535031847134
388.1,40,1,3022.12,18,0,0,0,0.16950920459636587,1.1163141211866698,1.0,388.1,0,0.02746815286624204
406.65,107,1,12995.7,18,2,0,0,0.24726764332386414,1.1696705420782254,1.0,406.65,1,0.02428343949044586
251.06,34,1,10001.66,17,2,0,0,-0.40493912118349357,0.7221381686810754,1.0,251.06,1,0.02388535031847134
453.49,147,1,6366.43,16,0,0,0,0.7343352672609931,1.574467715756308,1.0,453.49,1,0.02428343949044586
36.09,167,1,12319.26,16,4,0,0,-1.1181179505662393,0.12530053553914125,1.0,36.09,1,0.021496815286624203
501.15,208,1,8821.84,18,0,0,0,0.9458540031537718,1.739938026750918,1.0,501.15,1,0.021894904458598725
161.38,101,1,3900.34,16,3,0,0,-0.5620713198485251,0.5602937219536329,1.0,161.38,0,0.02388535031847134
959.48,36,1,10631.43,16,1,0,0,1.9287870664967621,3.2237341665826698,1.0,959.48,1,0.025477707006369428
56.35,75,1,5095.73,16,3,0,0,-0.7031468511057472,0.18932903269159695,1.0,56.35,1,0.027070063694267517
24.77,55,1,5866.01,18,1,0,0,-0.7951784225493791,0.08322413735174546,1.0,24.77,1,0.02428343949044586
300.08,47,1,13546.75,17,0,0,0,0.007139878088565453,1.0082316970735477,1.0,300.08,0,0.023487261146496817
280.61,129,3,7888.76,16,0,0,0,-0.0496002959458712,0.9428149044115177,1.0,280.61,1,0.02428343949044586
164.49,75,1,1509.27,16,2,0,0,-0.38800137498433007,0.5526660618889225,1.0,164.49,1,0.020302547770700636
77.9,128,1,664.72,17,0,0,0,0.0,1.0,1.0,77.9,1,0.01910828025477707
254.77,57,1,5994.87,16,2,0,0,-0.5518791273080472,0.5768350149291749,1.0,254.77,1,0.024681528662420384
84.28,142,1,13586.06,17,0,0,0,-1.0553061026877593,0.19082174140688016,1.0,84.28,1,0.025079617834394906
575.62,129,1,234.41,18,0,0,0,0.39553447495942096,1.3032844184697243,2.0,659.9,1,0.027070063694267517
486.08,68,1,1748.69,17,1,0,0,0.13113860789683993,1.1005532992768903,1.0,486.08,1,0.027070063694267517
1036.21,126,1,477.3,18,4,0,0,1.755575712510841,2.346124782430272,1.0,1036.21,1,0.02587579617834395
214.54,247,1,11151.53,17,4,0,0,-0.6706712395699149,0.48574865212899937,1.0,214.54,0,0.025079617834394906
768.94,53,1,6860.18,17,2,0,0,0.9663744238151074,1.7409880142074803,1.0,768.94,1,0.02308917197452229
112.91,135,1,4764.48,18,2,0,0,-0.9707667496164873,0.25564407715057946,1.0,112.91,0,0.026671974522292995
100.52,110,1,453.39,17,0,0,0,-0.742811632519023,0.2480601571616424,1.0,100.52,1,0.021894904458598725
71.48,169,1,6568.59,18,3,0,0,-0.8136056804523668,0.17639614040901513,1.0,71.48,0,0.021496815286624203
268.39,171,1,136.74,18,0,0,0,-0.33357620460681836,0.6623245680522603,1.0,268.39,1,0.025477707006369428
667.95,253,1,13558.56,17,3,0,0,0.6404757854843267,1.6483464183855856,1.0,667.95,0,0.027070063694267517
1221.65,153,1,243.92,16,2,0,0,1.990292050659687,3.014750208879034,1.0,1221.65,1,0.024681528662420384
203.76,37,1,6747.16,16,0,0,0,-0.49113196624359556,0.5028326464709137,2.0,1425.41,1,0.02388535031847134
302.82,175,1,9384.54,16,4,0,0,-0.24964235232220996,0.7472898606415495,1.0,302.82,1,0.02388535031847134
233.24,72,1,6939.23,16,0,0,0,1.4374103485128662,2.5723108594956257,1.0,233.24,1,0.020302547770700636
13.52,65,1,259.77,16,0,0,0,-0.7778887053233294,0.14910668333210794,1.0,13.52,1,0.02428343949044586
7.79,298,1,1319.85,17,4,0,0,-0.8356607041330936,0.08591280052937285,1.0,7.79,1,0.02746815286624204
47.23,160,1,6659.81,18,3,0,0,-0.43801190255244765,0.5208808175869422,1.0,47.23,0,0.025079617834394906
42.72,143,1,2669.66,16,3,0,0,-0.48348340597863204,0.47114182780677893,1.0,42.72,1,0.021894904458598725
199.54,268,1,9603.73,17,1,0,0,1.0976343694746367,2.2006470112491727,1.0,199.54,1,0.016719745222929936
568.76,155,1,7484.32,16,0,0,0,0.7071067811865475,1.7724730043473518,1.0,568.76,1,0.020302547770700636
73.01,62,1,1997.33,18,2,0,0,-0.7071067811865475,0.22752699565264817,1.0,73.01,0,0.021894904458598725
283.23,98,1,2008.77,16,0,0,0,-0.25659758384897297,0.7150767936040396,1.0,283.23,1,0.018312101910828025
881.32,59,1,2287.93,17,3,0,0,1.1032953354938226,2.225087313275826,1.0,881.32,1,0.018312101910828025
23.7,32,1,7947.44,17,3,0,0,-0.8466977516448494,0.05983589312013465,1.0,23.7,1,0.02269108280254777
651.55,82,1,2325.78,17,4,0,0,1.0799430526389946,1.8808818152075593,1.0,651.55,1,0.021894904458598725
93.82,176,1,8422.06,17,0,0,0,-0.8939379827706377,0.2708377436923846,1.0,93.82,1,0.023487261146496817
293.85,144,1,1919.97,16,3,0,0,-0.18600506986835733,0.8482804411000558,1.0,293.85,1,0.027070063694267517
41.93,136,1,5081.26,16,0,0,0,-0.6725015052501716,0.0887003797213966,1.0,41.93,1,0.02388535031847134
93.52,97,1,2791.2,17,0,0,0,-0.5919639919759018,0.19783590535523515,1.0,93.52,1,0.026671974522292995
1413.24,199,1,7272.01,18,0,0,0,1.4682602184974352,2.9896237690786203,1.0,1413.24,1,0.02308917197452229
342.17,247,1,461.83,16,3,0,0,-0.20379472127136197,0.7238399458447479,1.0,342.17,0,0.02308917197452229
146.51,68,1,7089.9,17,2,0,0,-0.6290386590209088,0.3626318450707711,1.0,146.51,1,0.016321656050955414
59.12,257,1,9823.64,16,0,0,0,-0.8425138381455207,0.1463299070410483,1.0,59.12,1,0.020302547770700636
306.37,120,1,9609.67,18,1,0,0,-0.2385346867716758,0.7583067256455679,1.0,306.37,1,0.02388535031847134
743.03,174,1,4111.38,16,3,0,0,0.8281328005444136,1.8390986270079521,1.0,743.03,1,0.02308917197452229
36.57,69,1,2583.07,16,0,0,0,-0.8975986909806277,0.09051564107731964,1.0,36.57,1,0.02587579617834395
1152.58,180,1,7567.17,17,2,0,0,1.8285763250951037,2.8527896525265812,1.0,1152.58,1,0.023487261146496817
383.95,143,1,9933.56,17,2,0,0,-0.049023250720784485,0.9503276016307596,2.0,1536.53,0,0.023487261146496817
237.0,115,1,14021.4,16,4,0,0,-0.18505976222332962,0.848927710658418,1.0,237.0,1,0.026671974522292995
410.4,78,1,2563.91,16,4,0,0,0.5757895396317582,1.4700419090895136,1.0,410.4,0,0.021894904458598725
712.75,25,1,8126.06,17,4,0,0,1.9024492075434414,2.553051585534968,1.0,712.75,1,0.026671974522292995
23.01,166,1,5958.75,18,4,0,0,-1.1240109854296172,0.08242120937658312,1.0,23.01,1,0.021894904458598725
288.77,110,1,8836.51,16,0,0,0,0.04209807143894194,1.034366476822073,1.0,288.77,1,0.02746815286624204
161.63,276,1,9286.37,16,0,0,0,-0.5157703267032487,0.5789543707751903,1.0,161.63,1,0.023487261146496817
120.67,233,1,5374.54,18,0,0,0,-0.6954957442579454,0.43223673774325444,2.0,282.3,1,0.02388535031847134
46.24,52,1,2569.56,16,0,0,0,-0.7787151238579902,0.593238822246456,1.0,46.24,1,0.023487261146496817
131.46,258,1,6642.33,16,0,0,0,1.3143964628058782,1.6865738661876968,1.0,131.46,1,0.027070063694267517
46.23,282,1,5107.75,17,0,0,0,-0.7789607365764443,0.5931105266534095,1.0,46.23,1,0.02388535031847134
87.85,63,1,3753.24,17,2,0,0,0.24327939762855688,1.1270767849124383,1.0,87.85,1,0.02388535031847134
335.7,57,1,6601.44,17,0,0,0,0.5323370660274831,1.0607221568333163,1.0,335.7,1,0.018312101910828025
321.82,43,1,6500.5,16,4,0,0,0.1478521706736935,1.0168650715284417,1.0,321.82,0,0.023487261146496817
264.14,125,1,8459.26,17,4,0,0,-1.4499207950328334,0.8346117083882996,1.0,264.14,1,0.020302547770700636
344.27,123,1,1918.36,17,1,0,0,0.76973155833166,1.0878010632499429,1.0,344.27,1,0.023487261146496817
214.93,52,1,7835.4,17,0,0,0,-0.2482634816183775,0.860058289593907,1.0,214.93,1,0.016321656050955414
321.86,167,1,12626.49,16,0,0,0,0.5108314263391055,1.2879465923263151,1.0,321.86,1,0.023487261146496817
53.57,121,1,1651.33,16,2,0,0,-1.3937563680676384,0.21436431663120828,1.0,53.57,1,0.025079617834394906
451.35,223,1,7707.96,18,1,0,0,1.4300795291298516,1.8061104034253475,1.0,451.35,0,0.020302547770700636
148.85,25,1,7802.36,16,2,0,0,-0.7173646835058786,0.5956342828179083,1.0,148.85,1,0.02428343949044586
308.85,33,2,333.19,18,2,0,0,0.4184735777229375,1.2358861152053142,2.0,457.70000000000005,0,0.02746815286624204
506.03,21,1,1123.89,16,2,0,0,0.4693580698759145,1.3005223626468945,1.0,506.03,1,0.025079617834394906
374.61,37,1,1389.71,18,1,0,0,-0.058151711776685606,0.9627664017373538,1.0,374.61,0,0.02428343949044586
626.9,138,1,265.51,16,0,0,0,0.9545209621932923,1.6111642968664668,1.0,626.9,1,0.024681528662420384
48.85,176,1,1503.56,16,4,0,0,-1.3657273202925206,0.12554693874928521,1.0,48.85,1,0.01950636942675159
261.19,52,1,7620.6,17,3,0,0,-0.04546066833651932,0.9554345162104524,1.0,261.19,1,0.027070063694267517
66.91,85,1,871.1,18,0,0,0,-0.7704133601545426,0.2447571632897177,1.0,66.91,1,0.02428343949044586
127.8,47,1,8630.99,16,3,0,0,-0.5432033055694107,0.46749313209424487,1.0,127.8,0,0.021894904458598725
414.64,74,1,7253.22,16,0,0,0,0.5271355359020831,1.5167554952391056,1.0,414.64,1,0.02428343949044586
95.55,51,1,2434.74,16,0,0,0,-0.6635436612989312,0.34952244735215254,2.0,510.19,1,0.020302547770700636
856.21,109,1,12690.79,17,2,0,0,2.174846881002374,3.132021084745019,1.0,856.21,0,0.02388535031847134
587.23,144,1,500.84,17,0,0,0,1.171152341959694,2.1480907039100425,1.0,587.23,1,0.02587579617834395
179.38,28,1,8741.51,18,3,0,0,-0.3507333660801496,0.6561730675670239,1.0,179.38,1,0.02388535031847134
33.61,72,1,479.08,17,0,0,0,-0.8946717739775825,0.12294557253276658,1.0,33.61,1,0.021894904458598725
111.21,111,1,9088.36,18,0,0,0,-0.6051086234470153,0.4068068170594755,2.0,144.82,1,0.016719745222929936
116.33,144,1,1696.15,16,4,0,0,-0.19012507002624146,0.8847637363234351,1.0,116.33,1,0.02388535031847134
77.5,201,1,11079.77,16,1,0,0,-0.6773765812824422,0.5894368569162401,1.0,77.5,0,0.02786624203821656
260.88,36,1,903.05,16,0,0,0,1.6237355004626541,1.984158544933016,2.0,338.38,1,0.024681528662420384
10.52,30,1,2472.99,17,2,0,0,-1.5178634786283172,0.08001129980333996,1.0,10.52,1,0.02428343949044586
163.94,73,1,5957.37,18,3,0,0,0.4073007463762236,1.2468681073915924,1.0,163.94,0,0.021894904458598725
178.26,59,1,1137.13,16,0,0,0,0.5869927793710418,1.3557808272759866,1.0,178.26,1,0.027070063694267517
112.94,31,1,3807.84,17,4,0,0,-0.2326638962729198,0.8589806273563892,1.0,112.94,0,0.023487261146496817
56.62,121,1,8981.1,17,0,0,0,-0.6754186807902279,0.46897065827345574,1.0,56.62,1,0.023487261146496817
185.1,23,1,6115.63,16,1,0,0,0.6781050799105477,1.533141449071294,1.0,185.1,1,0.016321656050955414
23.71,164,1,10788.89,16,0,0,0,-1.022122190789158,0.19638456919222247,1.0,23.71,1,0.02428343949044586
217.5,35,1,3057.4,18,0,0,0,1.019435791668838,1.8015033234630278,1.0,217.5,0,0.024681528662420384
415.88,170,1,10008.33,17,3,0,0,1.7077185165270659,2.4277591621814105,1.0,415.88,1,0.023487261146496817
94.64,144,1,586.76,18,0,0,0,-0.5352775675408169,0.5524745770627314,1.0,94.64,0,0.02308917197452229
179.43,244,1,2626.63,18,4,0,0,0.056752185815290075,1.0474483660435956,1.0,179.43,1,0.027070063694267517
103.15,179,1,11388.15,17,2,0,0,-0.4758581407091094,0.6021529229080805,1.0,103.15,1,0.023487261146496817
63.41,36,1,1546.22,17,4,0,0,-0.7533349940924293,0.37016497180418206,1.0,63.41,1,0.02786624203821656
845.14,183,1,1702.65,16,0,0,0,1.340661437846444,2.1291736647631843,1.0,845.14,0,0.027070063694267517
505.6,183,1,5347.57,17,1,0,0,0.32504025578820844,1.2737655357742694,1.0,505.6,1,0.024681528662420384
23.23,122,1,269.01,16,3,0,0,-1.1178094514316512,0.05852368155861606,1.0,23.23,0,0.025477707006369428
193.54,267,1,2929.51,16,1,0,0,-0.608383629683586,0.4875881760161236,1.0,193.54,1,0.027070063694267517
694.2,72,1,1389.37,16,3,0,0,0.8891745402206267,1.7489082969432315,1.0,694.2,1,0.021894904458598725
119.89,60,1,6697.77,17,1,0,0,-0.8286831527400419,0.30204064494457505,1.0,119.89,1,0.026671974522292995
736.53,120,1,9826.26,17,2,0,0,0.6714097112175429,1.5451651308301908,1.0,736.53,1,0.026671974522292995
50.63,143,1,4732.81,16,2,0,0,-1.100757957930998,0.1062165975234309,1.0,50.63,1,0.021496815286624203
254.34,79,1,5461.08,17,3,0,0,-0.574430102730168,0.533579486749149,1.0,254.34,1,0.018312101910828025
865.17,161,1,9297.5,17,3,0,0,1.0037783494436228,1.8150387848972291,1.0,865.17,1,0.025079617834394906
1512.99,50,1,9963.39,17,1,0,0,1.6620234768423627,3.036658917192126,1.0,1512.99,1,0.026671974522292995
161.31,13,1,1268.67,16,0,0,0,-0.5518494800106022,0.32375855090401245,1.0,161.31,1,0.021894904458598725
267.9,160,1,596.16,16,0,0,0,-0.3772691662743943,0.5376908795932362,1.0,267.9,1,0.023487261146496817
24.56,69,1,9869.93,17,4,0,0,-0.7758278823318934,0.049293348274766266,1.0,24.56,1,0.02428343949044586
40.79,80,1,1769.33,16,4,0,0,-0.7492452902318967,0.081867902122464,1.0,40.79,1,0.021894904458598725
981.9,112,1,9018.33,16,1,0,0,0.7921683420064243,1.9707304019133955,1.0,981.9,0,0.020302547770700636
204.06,159,1,4351.83,16,0,0,0,-0.3718404974341365,0.6146722164412071,1.0,204.06,1,0.01910828025477707
428.61,62,1,11937.04,16,0,0,0,0.28087680197259546,1.291064680431568,1.0,428.61,1,0.02786624203821656
86.79,166,1,8795.37,16,0,0,0,-0.7127185099098766,0.2614299797360206,1.0,86.79,1,0.02786624203821656
74.73,162,1,6353.22,17,0,0,0,-0.7477742686756089,0.22510268908483488,1.0,74.73,0,0.02388535031847134
313.69,152,1,7093.68,16,4,0,0,-0.053170279068694426,0.944901144640999,1.0,313.69,1,0.027070063694267517
314.55,19,2,1105.89,17,1,0,0,-0.05067044884161895,0.9474916479544334,1.0,314.55,0,0.01950636942675159
73.01,101,1,2833.12,17,1,0,0,-0.7527739291297598,0.21992168245796595,1.0,73.01,1,0.025079617834394906
37.7,109,1,1741.1,16,3,0,0,-0.8554123074065432,0.11356043594939483,1.0,37.7,1,0.025477707006369428
1154.79,108,1,6180.3,17,2,0,0,2.3917218185977593,3.4784736294430143,1.0,1154.79,1,0.021496815286624203
760.53,118,1,6179.91,18,0,0,0,1.2456949984503618,2.290878470891067,1.0,760.53,1,0.021894904458598725
203.34,66,1,13586.99,17,2,0,0,-0.3739333785544787,0.6125034229694944,1.0,203.34,1,0.021894904458598725
14.08,154,1,3908.65,18,0,0,0,-0.7990366620003816,0.0610903411022005,1.0,14.08,1,0.01950636942675159
99.11,12,1,5414.87,16,0,0,0,-0.48506896029337937,0.4300187291647082,1.0,99.11,1,0.026671974522292995
16.55,159,1,6089.79,17,0,0,0,-0.7899163488965795,0.07180718361089619,1.0,16.55,1,0.026671974522292995
637.48,207,1,4148.85,16,0,0,0,1.5028269772345382,2.7658999038232084,2.0,654.03,1,0.02388535031847134
108.75,23,4,14829.85,16,1,0,0,-0.44947389214736616,0.4718447865670671,1.0,108.75,1,0.025079617834394906
506.9,56,1,11471.87,17,2,0,0,1.0206688861031683,2.1993390557319197,1.0,506.9,0,0.025079617834394906
133.06,143,1,8843.44,17,4,0,0,-0.519302958133475,0.6051941357509968,1.0,133.06,1,0.021894904458598725
